467,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/05/11/6931e857-a317-4caa-99f0-41c7243bff46-1620726667890-f8c4efad1c53d66bc57630f82ad579de.jpg,Hotel Suma,Hotel,Buleleng Buleleng,Jl. Loviana. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,3.6,345206,550000,-8.151673,115.035532
468,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/01/19/5e92712b-aebc-4ca5-a647-48b3312de0a9-1642601123409-81c14e31788950162cb183ab57a99f7a.jpg,Josh Guest House,Guest House,Buleleng Buleleng,Jl. Pantai Penimbangan Gg. Balbo No.Blok E. Baktiseraga. Kec. Buleleng. Kabupaten Buleleng. Bali 81115,Belum ada rating,280000,441531,-8.124934,115.06569
469,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/02/04/91bec8b9-ca46-4f45-a70f-f2054db24940-1612412713635-4f5ad7af5580108a0afb93cf3bbaca30.jpg,OYO 3836 Vedanta Villa,Hotel,Buleleng Buleleng,B.2. Jalan Kartika No B.2 Kalibukbuk. Lovina. Sukasada - Bali. Bali,4.2,119445,137598,-8.158096,115.029305
470,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/74b439a8-2ffd-41eb-a6c1-f192290487d8-1615562472805-27cf576ada58cee8e4bd36f2841f391e.jpg,RedDoorz near Penimbangan Beach Singaraja,Hotel,Buleleng Buleleng,Jl. A. Yani No.177. Baktiseraga. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,4.1,130133,182880,-8.124436,115.068904
471,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/19/340ec16b-c149-4adb-91b0-84aa14644654-1634656841140-fb211c683db9da967e8ef8c73231b65d.jpg,Hotel Sentral,Hotel,Buleleng Buleleng,Jalan. A. Yani No. 48,3.3,110600,245000,-8.11551570892334,115.078254699707
472,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/29/03ea586f-72cd-438a-b95b-5d272f8cca9e-1603913233187-8776fd41409d9565a1aa9b0cfabae706.jpg,Mandari Hotel,Hotel,Buleleng Buleleng,Jl. Pantai Asri. Banyuasri. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,4.0,316666,316666,-8.118042,115.073527
473,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/11/11/f03ebc0e-8983-4b44-a7c8-169ee259d3ce-1636611031284-07b5192ad7d5498a998131f09a933d44.jpg,Puri Bali Hotel,Bed & Breakfast,Buleleng Buleleng,Jl. Mawar Lovina Kalibukbuk Singaraja,3.8,330551,620001,-8.159740447998047,115.0271224975586
474,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/07e460fd-0b47-4d94-8d1e-da6934df7fb4-1615550762047-4a71e057e4f95b741b1b0182751b478d.jpg,Asiana Lovina Hotel and Karaoke,Hotel,Buleleng Buleleng,Jalan Lovina. Dusun Banyualit. Desa Kalibukbuk. Kec. Buleleng. Kab. Buleleng. Bali. Indonesia,Belum ada rating,243825,298008,-8.157495,115.039155
475,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/7eb83fa4-c37e-4a06-aa6c-02882e94ce04-1604134907060-d5a6b0b34d86f9b396e8df9901b3c1ad.jpg,RedDoorz Plus @ Singaraja,Hotel,Buleleng Buleleng,Jl. Natuna. Penarukan. Kec. Buleleng. Kabupaten Buleleng. Bali 81155,4.4,165363,358038,-8.085821,115.114892
476,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/28/89ebcdb1-e837-4faf-8d01-3c19bd3c6152-1640688332432-97d59f97906add31a3597de9e02d20c4.jpg,Collection O 90805 Aditya Beach Resort And Spa,Hotel,Buleleng Buleleng,Singaraja. Parma hotel. Jalan Seririt-Singaraja. Kaliasem. Bali. 00362. Indonesia. Bali,4.2,205000,320000,-8.132512,115.060936
477,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/29/9a3024b5-b646-4ec2-884e-a65d00b8d8c6-1603912536521-8ede67f72786b9719b86b915e5c64a01.jpg,GM Lovina,Guest House,Buleleng Buleleng,Lovina. Jl. Seririt- Singaraja No.18. Pemaron. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,3.7,227762,298820,-8.129361,115.061126
478,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/02/21/95d0ddd5-110b-4329-b6f6-cb9c8a663b76-1645404562371-6995beda6e141ed8b404b75b348d2c0a.jpg,Starlight Hotel Lovina,Hotel,Buleleng Buleleng,Lovina Beach. Jalan Starlight Banyualit. Kalibukbuk,4.0,372948,1458000,-8.15327358588826,115.032552480698
479,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/05/07/72b177a0-5925-42b7-8b2f-2bf08a385dd7-1651908060755-f3d47a062eb72fc40499a3a71bd45e7e.jpg,Hepi Bungalow,Hotel,Buleleng Buleleng,'Jalan Pantai Happy. Tukadmungga. Kecamatan Buleleng' 'Jalan Pantai Happy.Tukadmungga. Kecamatan Buleleng',Belum ada rating,104115,174913,-8.137619972229004,115.05471801757812
480,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/09/26/ccbbf5bb-5cb5-4f27-b0f1-b7b10798e6b0-1632647117949-1bc3b988e723c05a395b1539a6c73d37.jpg,Lidah Lokal Guest House Singaraja,Hotel,Buleleng Buleleng,Jl. Pidada Singaraja. Buleleng. Bali. Indonesia,4.6,300000,375000,-8.115077,115.07594
481,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/15/bbde5cb4-2cd0-4100-b23c-2aacfa7df35c-1602757572194-882d0cc2f55ddb6056db63f1c7260aa3.jpg,Hotel Mylovina,Resort Villa,Buleleng Buleleng,Jl. Binaria Lovina Beach Singaraja,4.5,345206,575001,-8.160827765692474,115.02677730750293
482,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/16/df34f950-ff0e-4fbc-841b-4d6c5949d6c5-1634373035058-c43226755b1543e242893d6c1fafeeb7.jpg,Grand Raka Homestay,Hotel,Buleleng Buleleng,Jl. Kartika No.64. Anturan,5.0,225625,645999,-8.157320022583008,115.02925872802734
483,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/06/29/f3a5550c-a7e5-4352-aacc-32971931dd02-1624938916308-9249b85c1cba2339d27d1bfaea9c641c.jpg,Girimana Guest House,Guest House,Buleleng Buleleng,Jalan I Gede Made Taman Lovina Residence No 87. Singaraja. Indonesia,3.8,400000,400000,-8.164312,115.027458
484,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/05/27/49fc3b15-a8ed-4992-80df-b876e2695e8a-1653624926225-270064aeb119d28c0dce9c1e81c3933d.jpg,Summer Guesthouse Lovina,Guest House,Buleleng Buleleng,Jl. Desa Kalibukbuk-Anturan. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,3.0,332500,610000,-8.162515,115.028053
485,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/06/15/cd0ff33e-06dd-4bab-b8ce-b06c76850963-1655271920075-7e787f93c463817aed357bc24f682b35.jpg,Rambutan Boutique Hotel & Spa,Hotel,Buleleng Buleleng,Gg. Mawar Jl. Desa Kalibukbuk-Anturan. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,4.4,299999,1699999,-8.160345,115.02782
486,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/da2d57ba-c0e4-417a-929c-f8532e320a33-1604139460579-4cf39f8b1f7016a88d6b3375db41ea45.jpg,Duta Karya Hotel,Guest House,Buleleng Buleleng,Jln. Ahmad Yani. 59 Singaraja. Singaraja. Buleleng. Bali. Indonesia. 81116,Belum ada rating,136433,362205,-8.111338,115.086674
487,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/29/60cf241c-6e35-4b5b-9f76-29201c7171f4-1603935638273-dbcc0c798c15c1b69bf7ee781c300c0f.jpg,Villa Putih Lovina,Guest House,Buleleng Buleleng,Gambuh. Teluk Buluh. Kalibukbuk. Buleleng,3.0,295000,295000,-8.16238021850586,115.04595947265625
488,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/14/bcfe7c6b-48f7-497c-b4b2-55f35a121892-1602649871401-09aafb5c900b3fd11bc99f9e15018e23.jpg,Hotel Dupa,Guest House,Buleleng Buleleng,Jl. Raya Lovina Binaria. Anturan. Lovina. Kabupaten Buleleng. Bali,3.0,104000,201000,-8.162507,115.025927
489,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/11/25/9cd5db81-45e5-402d-8506-a451ebb3c7a6-1637791233793-38e7f68f821a63664f6c528a9296d9ee.jpg,Hotel Mandari,Hotel,Buleleng Buleleng,Jalan Pantai Asri. Pura CamplungLovina,Belum ada rating,273378,321339,-8.117973327636719,115.0736083984375
490,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/04/19/bf90ff11-2dc3-4684-970f-b0bda7f4ea73-1650339317018-1f33380d59a1137e99c6cb00b708468d.jpg,The Malawa Guest House Singaraja,Guest House,Buleleng Buleleng,Jl. Seririt-Singaraja. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,Belum ada rating,241000,241000,-8.15107,115.043259
491,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/04/24/4ab1743d-b7e9-4047-8ae6-6f8f3267ab0d-1619252430966-5309482f4081b09a1b9b72b7e68a09ec.jpg,GM Hotel Lovina by ZUZU,Hostel,Buleleng Buleleng,Jl. Hotel Puri Bagus #9. Pemaron. Lovina Buleleng,2.0,269320,299151,-8.129361,115.061126
492,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/7a86df2d-17a7-4955-b55d-4554f324f464-1604158804887-f618faadf15c7cf75743f18e517feed6.jpg,Lila Cita Lovina,Guest House,Buleleng Buleleng,Jalan Panti Celuk Agung. Lovina,Belum ada rating,232800,304800,-8.146423,115.043148
493,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/2fce877f-3cf5-4f6b-86c6-b74b273d3387-1615563155545-f5841592e8cc0bbf9ca798946bac6878.jpg,RedDoorz near Buleleng Harbour 2,Hotel,Buleleng Buleleng,Gg. Mangga. Penarukan. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,4.0,169200,421130,-8.104237,115.105851
494,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/14/4553e570-499a-4314-bc4d-35c3abe933df-1634202317659-bfc533c44b1d20593ebedb9b377086aa.jpg,Taman Lily's Lovina,Hotel,Buleleng Buleleng,Jl. Mawar Jl. Desa Kalibukbuk-Anturan No.79. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,Belum ada rating,210247,210247,-8.160271,115.027473
495,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/22/7633ce13-3781-4e56-8bd7-70fbd9e2be58-1658466322574-21a5b4a4ea2580e47f218d366ccc2c18.jpg,Rumah Askara,Guest House,Buleleng Buleleng,Jalan mawar lovina kalibukbuk lovina. Buleleng. Indonesia,Belum ada rating,250000,250000,-8.159942,115.027556
496,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/18/124d7537-c8ca-4c0f-bfea-982ea2dc6fb1-1605712965486-3c939154183c211549d6a7e7a4f76dc5.jpg,Rini hotel,Hotel,Buleleng Buleleng,lovina Beach Bali,Belum ada rating,350001,400000,-8.15962028503418,115.02680206298828
497,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/02/23/02846188-5eeb-4d14-aa78-a8c5eb3ed9eb-1645608316085-f739f8415c2599c77d33b2ad942e468f.jpg,Hepi Bungalow,Guest House,Buleleng Buleleng,Jalan Pantai Happy. Tukadmungga. Kecamatan Buleleng. Jalan Pantai Happy.Tukadmungga. Kecamatan Buleleng Bali. 81119 Bali. Indonesia,Belum ada rating,146289,258699,-8.137578,115.054775
498,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/05/27/c9f051d3-19d3-42f1-bd87-afbb474d3062-1653620120544-d1903685b77bbd7520de0afede557418.jpg,Penginapan Adi,Homestay,Buleleng Buleleng,Jl. Raya Seririt. Ds. Kalibukbuk. Singaraja. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,Belum ada rating,101000,201000,-8.155138,115.037008
499,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/09/14/136c864d-7660-44c5-9226-71abe6779787-1631599524109-f3c047d30b59414e3a5eb1e702359146.jpg,Penginapan Griya Anyar,Hotel,Buleleng Buleleng,Jl. Pulau Obi. Banyuning. Kec. Buleleng. Kabupaten Buleleng. Bali 81119,Belum ada rating,204251,285000,-8.104224,115.10649
500,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/10/904196d4-6c1a-4d71-abe0-03fd0c371262-1639077626277-eb3b933d7727776e4fd6b159f5d0ac35.jpg,Nirwana Seaside Cottage,Hotel,Buleleng Buleleng,lovina beach. kalibubuk,Belum ada rating,300000,800000,-8.161279678,115.0245667
501,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/09/28/5624ff59-fff3-4fcb-9208-856fa3e9bea8-1601297834330-57a34437f04dc900cf162c501a5bbf46.jpg,"PONDOK WISATA SARTAYA 2,Lovina",Bungalow,Buleleng Buleleng,Jl. Raya Kalibukbuk,5.0,319599,336420,-8.152242736591276,115.03640277354111
502,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/15/4a338495-50f4-4285-b596-185a61ccc1e4-1602777670186-72caa175011d9b1b5c957b78374c827d.jpg,Barclona Guesthouses Lovina,Apartment,Buleleng Buleleng,Jalan mawar lovina (warung barclona) Desa kalibukbuk,3.9,275000,275000,-8.16061019897461,115.02992248535156
503,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/09/24/c35da9d0-2125-4e33-b5d4-f61190100c46-1632457244422-b3b2c5237e4f1965083d3b2c2830ba9a.jpg,Keyani Bungalows,House,Buleleng Buleleng,Jl. I Gede Taman Graha Lovina Blok B 17 N 19.  RT:01.Jl. Damai,3.4,175179,353500,-8.1649808883667,115.03278350830078
504,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/20/e56d8bd0-2303-4e11-90f6-153f845aec94-1634733627588-1ef8816c6c31af73e4a27d1aa94ff768.jpg,MANDARI HOTEL SINGARAJA,Hotel,Buleleng Buleleng,JALAN PANTAI ASRI-BANYUASRI SINGARAJA,Belum ada rating,271876,318883,-8.118047915842569,115.07355004549026
505,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/12/d98302d0-7fce-4a6e-a357-1ec2812b78f7-1660277726809-b02f68d108b728fd41f5518befaac7c5.jpg,Sunset Ayu Bungalow,Guest House,Buleleng Buleleng,R2WP+JV9. Anturan. Buleleng. Buleleng Regency. Bali 81119. Indonesia,Belum ada rating,232103,286080,-8.153493,115.037177
506,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/09/09/94795fe0-0f54-49e9-9e2b-a31dbf626da2-1599600614159-a5b1dd42b3d548acb5722f38e12dc65d.jpg,Villa Jaya,Guest House,Buleleng Buleleng,Jl. Mawar Kalibukbuk,Belum ada rating,250000,350000,-8.157979965209961,115.02700805664062
507,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/06/6f71ac00-f157-4491-9410-23db0044657d-1633486840172-38de109516180b2ed2631f4b6eb8f229.jpg,Lilacita Beach Lovina,Apartment,Buleleng Buleleng,Lovina. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,4.2,261900,342900,-8.14583,115.04293
508,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/14/1059b248-fc49-4092-843b-929921dc6149-1605368044481-99ae49a544d1b99f1ba433ddfee181ac.jpg,Grand Mega Resort & Spa Bali,Hotel,Kuta Badung,Jl. By Pass Ngurah Rai No. 234. Simpang Siur. Kuta. Pemogan. Denpasar Sel.. Kabupaten Badung. Bali 80361. Indonesia,3.9,342740,454786,-8.721074,115.185399
509,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/4fb2795c-cd46-4567-b8aa-0318672b6a40-1603900213639-4bbd429a442e3a75ed97cbedf3255918.jpg,Fame Hotel Sunset Road Kuta,Hotel,Kuta Badung,Jalan Sunset Road No. 9. Kuta,4.3,371412,627059,-8.700718,115.178506
510,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/38d5cac5-2f54-462e-94a3-543bea945945-1615532767434-2c9ec6573d749efaa4308d12575f101b.jpg,Primera Hotel Seminyak,Hotel,Kuta Badung,Jl. Camplung Tanduk No.9A. Seminyak. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.2,213229,506375,-8.691213,115.16599
511,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/11/b7858bb3-c9a3-4e4e-8a95-8d9505e6c278-1633922723140-9faf495ba7bea0e46c8973609555d68e.jpg,BOSS Legian Hotel,Hotel,Kuta Badung,Jl. Werkudara No. 543. Legian Kaja. Legian. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.0,222306,768743,-8.69872,115.165
512,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/1d3da8d9-4187-4024-b2fe-08bb1b6dfd8c-1603900102107-8ce8870137f04620ffbde10e7886e9f1.jpg,Siesta Legian Hotel,Hotel,Legian Badung,Jalan Bunut Sari No.8,4.3,232565,232565,-8.70737,115.17277
513,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/01/31528c87-51e0-4d42-9d29-e9050b5e97c6-1604167145812-f881d71fbfb4c6a4f8a17ec42af24b75.jpg,Hotel Dafam Savvoya Seminyak,Hotel,Seminyak Badung,Jl. Mertanadi No.14. Seminyak. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.0,332354,434611,-8.682838,115.167238
514,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/16/20181996-29ef-46df-9277-bfab34fbd3f2-1605501205234-767cad4325ddc3f2fdf7ad513859cb9f.jpg,favehotel Sunset Seminyak,Hotel,Kuta Badung,Jl.Sunset Road 89,4.3,338800,633800,-8.68402,115.16847
515,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/76d900a0-39f2-44cd-bd0b-a3b032fe61a6-1603882218579-ba7467db11aaf735f05eb5b4fe47472f.jpg,Loft Legian Hotel,Hotel,Legian Badung,Jl. Melasti No.99. Legian. Kuta. Kabupaten Badung. Bali 80361. Indonesia,3.7,178024,899236,-8.708691,115.171256
516,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/18/677ee803-fdd6-49d7-9661-6923b5420faf-1605674705453-2f678e75ae6bcc942e5867a0c44de7bf.jpg,Solaris Hotel Kuta Bali,Hotel,Kuta Badung,Jl. Jenggala. Wana Segara. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.0,267700,429250,-8.737102,115.165556
517,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/140deeab-8499-4605-af00-9c8670cb3c95-1603881519681-fdf82c6f3567a4230c37866f30c779aa.jpg,Quest Hotel Kuta by ASTON,Hotel,Kuta Badung,Kediri Street # 9. Tuban - Kuta,4.0,341812,807760,-8.737518,115.175998
518,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/41875e92-ff65-45e8-af5f-8723cd38e04d-1603902929768-6867f333b576f221449845fe2f4a4d98.jpg,favehotel Kuta Kartika Plaza,Hotel,Kuta Badung,Jl Kartika Plaza No 45X,4.1,276164,477250,-8.73465,115.1674
